date,num_transactions,total_units,total_revenue,total_profit,day_of_week,day_name,is_weekend,month,quarter,temperature,humidity,precipitation,sunshine_hours,wind_speed,weather_condition,event_name,event_type,event_impact_factor,season_factor,weekend_factor,temperature_factor,rain_factor,sunshine_factor,combined_demand_multiplier,temp_bin,season
2023-05-11,172,389,6761.0,3951.0,3,Thursday,0,5,2,25.9,78.0,0.0,10.2,15.7,Sunny,,,1.0,1.153,1.0,1.0,1.0,1.026,1.182,Hot (25-30°C),Spring
2023-05-12,159,371,6142.0,3614.5,4,Friday,0,5,2,29.5,64.0,0.0,9.9,24.5,Sunny,,,1.0,1.157,1.0,1.15,1.0,1.023,1.361,Hot (25-30°C),Spring
2023-05-13,184,540,9618.0,5589.5,5,Saturday,1,5,2,28.9,47.0,0.0,8.2,21.1,Partly Cloudy,,,1.0,1.161,1.35,1.15,1.0,1.01,1.82,Hot (25-30°C),Spring
2023-05-14,173,428,7521.0,4389.5,6,Sunday,1,5,2,22.5,55.0,0.0,9.8,6.8,Sunny,,,1.0,1.166,1.35,1.0,1.0,1.022,1.609,Warm (20-25°C),Spring
2023-05-15,145,356,6006.0,3508.0,0,Monday,0,5,2,26.5,57.0,0.0,9.9,15.4,Sunny,,,1.0,1.17,1.0,1.0,1.0,1.023,1.197,Hot (25-30°C),Spring
2023-05-16,170,372,7078.0,4044.5,1,Tuesday,0,5,2,28.7,61.0,0.0,11.1,6.9,Sunny,,,1.0,1.174,1.0,1.15,1.0,1.033,1.395,Hot (25-30°C),Spring
2023-05-17,173,340,6375.0,3657.5,2,Wednesday,0,5,2,24.3,69.0,0.0,14.0,5.8,Sunny,,,1.0,1.178,1.0,1.0,1.0,1.056,1.244,Warm (20-25°C),Spring
2023-05-18,154,336,6800.0,3811.0,3,Thursday,0,5,2,26.9,63.0,0.0,11.4,7.8,Sunny,,,1.0,1.183,1.0,1.0,1.0,1.035,1.224,Hot (25-30°C),Spring
2023-05-19,174,389,7066.0,4066.0,4,Friday,0,5,2,34.5,60.0,0.0,10.0,13.9,Sunny,,,1.0,1.187,1.0,1.15,1.0,1.024,1.397,Very Hot (>30°C),Spring
2023-05-20,162,498,8939.0,5175.5,5,Saturday,1,5,2,31.4,51.0,0.0,8.6,7.0,Partly Cloudy,,,1.0,1.191,1.35,1.15,1.0,1.013,1.872,Very Hot (>30°C),Spring
2023-05-21,177,497,8940.0,5216.5,6,Sunday,1,5,2,27.8,69.0,0.0,8.4,17.4,Partly Cloudy,,,1.0,1.195,1.35,1.0,1.0,1.011,1.631,Hot (25-30°C),Spring
2023-05-22,173,338,6067.0,3487.0,0,Monday,0,5,2,24.7,68.0,0.0,10.4,20.1,Sunny,,,1.0,1.198,1.0,1.0,1.0,1.027,1.231,Warm (20-25°C),Spring
2023-05-23,176,370,6481.0,3741.5,1,Tuesday,0,5,2,26.8,72.0,0.0,11.6,5.2,Sunny,,,1.0,1.202,1.0,1.0,1.0,1.037,1.247,Hot (25-30°C),Spring
2023-05-24,192,379,6801.0,3905.5,2,Wednesday,0,5,2,23.7,73.0,0.0,10.4,17.7,Sunny,,,1.0,1.206,1.0,1.0,1.0,1.027,1.239,Warm (20-25°C),Spring
2023-05-25,187,373,6050.0,3554.0,3,Thursday,0,5,2,26.1,70.0,0.0,11.7,26.3,Sunny,,,1.0,1.21,1.0,1.0,1.0,1.038,1.255,Hot (25-30°C),Spring
2023-05-26,168,407,6532.0,3822.5,4,Friday,0,5,2,28.6,89.0,0.0,9.1,9.2,Sunny,,,1.0,1.213,1.0,1.15,1.0,1.017,1.419,Hot (25-30°C),Spring
2023-05-27,185,456,8366.0,4857.5,5,Saturday,1,5,2,22.3,90.0,0.0,9.9,8.6,Sunny,,,1.0,1.217,1.35,1.0,1.0,1.023,1.681,Warm (20-25°C),Spring
2023-05-28,170,471,8409.0,4865.5,6,Sunday,1,5,2,30.5,86.0,0.0,8.1,16.7,Partly Cloudy,,,1.0,1.221,1.35,1.15,1.0,1.009,1.912,Very Hot (>30°C),Spring
2023-05-29,189,426,7972.0,4571.5,0,Monday,0,5,2,31.2,51.0,0.0,11.0,22.3,Sunny,,,1.0,1.224,1.0,1.15,1.0,1.032,1.453,Very Hot (>30°C),Spring
2023-05-30,178,328,5979.0,3445.5,1,Tuesday,0,5,2,27.2,82.0,0.0,10.7,11.6,Sunny,,,1.0,1.227,1.0,1.0,1.0,1.03,1.264,Hot (25-30°C),Spring
2023-05-31,179,387,6769.0,3948.5,2,Wednesday,0,5,2,34.0,79.0,0.0,11.0,54.9,Sunny,,,1.0,1.231,1.0,1.15,1.0,1.032,1.461,Very Hot (>30°C),Spring
2023-06-01,173,376,6763.0,3897.5,3,Thursday,0,6,2,27.0,60.0,0.0,10.9,5.2,Sunny,,,1.0,1.234,1.0,1.0,1.0,1.031,1.273,Hot (25-30°C),Summer
2023-06-02,180,393,7337.0,4156.5,4,Friday,0,6,2,22.7,78.0,0.0,12.3,7.8,Sunny,,,1.0,1.237,1.0,1.0,1.0,1.042,1.29,Warm (20-25°C),Summer
2023-06-03,181,610,10594.0,6158.0,5,Saturday,1,6,2,29.1,89.0,0.0,13.2,7.3,Sunny,,,1.0,1.24,1.35,1.15,1.0,1.05,2.021,Hot (25-30°C),Summer
2023-06-04,187,471,8721.0,4973.5,6,Sunday,1,6,2,27.2,81.0,0.0,9.9,7.2,Sunny,,,1.0,1.243,1.35,1.0,1.0,1.023,1.718,Hot (25-30°C),Summer
2023-06-05,151,400,7251.0,4182.5,0,Monday,0,6,2,27.8,70.0,0.0,11.2,8.4,Sunny,,,1.0,1.246,1.0,1.0,1.0,1.034,1.288,Hot (25-30°C),Summer
2023-06-06,147,410,7573.0,4332.5,1,Tuesday,0,6,2,23.2,65.0,0.0,9.4,15.0,Sunny,,,1.0,1.249,1.0,1.0,1.0,1.019,1.273,Warm (20-25°C),Summer
2023-06-07,175,473,8085.0,4740.0,2,Wednesday,0,6,2,31.0,94.0,0.0,10.4,20.8,Sunny,,,1.0,1.252,1.0,1.15,1.0,1.027,1.479,Very Hot (>30°C),Summer
2023-06-08,171,448,7952.0,4595.5,3,Thursday,0,6,2,29.6,58.0,0.0,14.0,9.9,Sunny,,,1.0,1.255,1.0,1.15,1.0,1.056,1.524,Hot (25-30°C),Summer
2023-06-09,167,404,7167.0,4154.5,4,Friday,0,6,2,27.6,70.0,0.0,11.3,20.6,Sunny,,,1.0,1.258,1.0,1.0,1.0,1.034,1.301,Hot (25-30°C),Summer
2023-06-10,123,543,9083.0,5291.0,5,Saturday,1,6,2,33.8,73.0,0.0,12.0,24.3,Sunny,,,1.0,1.26,1.35,1.15,1.0,1.04,2.035,Very Hot (>30°C),Summer
2023-06-11,157,475,8645.0,4972.5,6,Sunday,1,6,2,26.2,63.0,0.0,12.3,10.4,Sunny,,,1.0,1.263,1.35,1.0,1.0,1.042,1.777,Hot (25-30°C),Summer
2023-06-12,178,361,6831.0,3898.0,0,Monday,0,6,2,24.0,72.0,0.0,11.5,24.7,Sunny,,,1.0,1.265,1.0,1.0,1.0,1.036,1.311,Warm (20-25°C),Summer
2023-06-13,184,421,7521.0,4361.5,1,Tuesday,0,6,2,29.8,87.0,0.0,12.6,8.4,Sunny,,,1.0,1.268,1.0,1.15,1.0,1.045,1.523,Hot (25-30°C),Summer
2023-06-14,174,362,6963.0,3958.0,2,Wednesday,0,6,2,23.4,73.0,0.0,11.6,7.4,Sunny,,,1.0,1.27,1.0,1.0,1.0,1.037,1.317,Warm (20-25°C),Summer
2023-06-15,203,553,10146.0,5828.0,3,Thursday,0,6,2,28.6,82.0,0.0,11.2,19.3,Sunny,Carthage Festival Start,festival,1.4,1.272,1.0,1.15,1.0,1.034,2.117,Hot (25-30°C),Summer
2023-06-16,188,411,7507.0,4304.5,4,Friday,0,6,2,29.3,72.0,0.0,10.9,28.8,Sunny,,,1.0,1.274,1.0,1.15,1.0,1.031,1.511,Hot (25-30°C),Summer
2023-06-17,191,570,10758.0,6202.5,5,Saturday,1,6,2,30.0,70.0,0.0,12.3,5.5,Sunny,,,1.0,1.276,1.35,1.15,1.0,1.042,2.065,Hot (25-30°C),Summer
2023-06-18,172,491,9099.0,5238.0,6,Sunday,1,6,2,23.8,79.0,0.0,11.3,10.0,Sunny,,,1.0,1.278,1.35,1.0,1.0,1.034,1.785,Warm (20-25°C),Summer
2023-06-19,157,404,6885.0,4000.5,0,Monday,0,6,2,26.6,72.0,0.0,11.2,14.3,Sunny,,,1.0,1.28,1.0,1.0,1.0,1.034,1.323,Hot (25-30°C),Summer
2023-06-20,192,352,6487.0,3734.5,1,Tuesday,0,6,2,26.0,85.0,0.0,11.4,8.2,Sunny,,,1.0,1.282,1.0,1.0,1.0,1.035,1.327,Hot (25-30°C),Summer
2023-06-21,165,402,7010.0,4074.0,2,Wednesday,0,6,2,30.7,82.0,0.0,11.1,79.2,Sunny,,,1.0,1.284,1.0,1.15,1.0,1.033,1.525,Very Hot (>30°C),Summer
2023-06-22,169,430,7890.0,4536.5,3,Thursday,0,6,2,31.7,68.0,0.0,14.0,29.8,Sunny,,,1.0,1.285,1.0,1.15,1.0,1.056,1.561,Very Hot (>30°C),Summer
2023-06-23,164,416,7546.0,4317.5,4,Friday,0,6,2,26.9,58.0,0.0,8.4,8.3,Partly Cloudy,,,1.0,1.287,1.0,1.0,1.0,1.011,1.301,Hot (25-30°C),Summer
2023-06-24,198,535,9262.0,5377.0,5,Saturday,1,6,2,27.1,67.0,0.0,9.5,5.5,Sunny,,,1.0,1.288,1.35,1.0,1.0,1.02,1.774,Hot (25-30°C),Summer
2023-06-25,176,484,8369.0,4888.5,6,Sunday,1,6,2,25.7,55.0,0.0,9.2,8.0,Sunny,,,1.0,1.29,1.35,1.0,1.0,1.018,1.772,Hot (25-30°C),Summer
2023-06-26,164,395,6924.0,4043.5,0,Monday,0,6,2,27.5,66.0,0.0,10.9,16.4,Sunny,,,1.0,1.291,1.0,1.0,1.0,1.031,1.331,Hot (25-30°C),Summer
2023-06-27,201,414,7511.0,4297.5,1,Tuesday,0,6,2,30.0,86.0,0.0,13.4,8.1,Sunny,,,1.0,1.292,1.0,1.15,1.0,1.051,1.562,Hot (25-30°C),Summer
2023-06-28,153,545,9764.0,5628.5,2,Wednesday,0,6,2,26.4,69.0,0.0,10.0,5.7,Sunny,Eid al-Adha,holiday,1.55,1.293,1.0,1.0,1.0,1.024,2.053,Hot (25-30°C),Summer
2023-06-29,171,454,7600.0,4474.0,3,Thursday,0,6,2,31.5,71.0,0.0,9.2,19.3,Sunny,,,1.0,1.294,1.0,1.15,1.0,1.018,1.515,Very Hot (>30°C),Summer
2023-06-30,159,494,8728.0,5038.5,4,Friday,0,6,2,28.9,71.0,0.0,11.2,15.8,Sunny,,,1.0,1.295,1.0,1.15,1.0,1.034,1.54,Hot (25-30°C),Summer
2023-07-01,172,528,9423.0,5426.0,5,Saturday,1,7,3,23.3,66.0,0.0,11.2,8.7,Sunny,,,1.0,1.296,1.35,1.0,1.0,1.034,1.809,Warm (20-25°C),Summer
2023-07-02,177,578,10593.0,6119.5,6,Sunday,1,7,3,29.5,86.0,0.0,10.7,10.6,Sunny,,,1.0,1.297,1.35,1.15,1.0,1.03,2.073,Hot (25-30°C),Summer
2023-07-03,186,398,6370.0,3746.5,0,Monday,0,7,3,25.4,84.0,0.0,9.5,6.0,Sunny,,,1.0,1.298,1.0,1.0,1.0,1.02,1.324,Hot (25-30°C),Summer
2023-07-04,157,416,7476.0,4264.5,1,Tuesday,0,7,3,29.9,64.0,0.0,10.9,12.9,Sunny,,,1.0,1.298,1.0,1.15,1.0,1.031,1.54,Hot (25-30°C),Summer
2023-07-05,145,480,8883.0,5140.0,2,Wednesday,0,7,3,31.3,87.0,0.0,11.4,18.6,Sunny,,,1.0,1.299,1.0,1.15,1.0,1.035,1.546,Very Hot (>30°C),Summer
2023-07-06,178,377,6590.0,3827.5,3,Thursday,0,7,3,22.8,80.0,0.0,11.7,27.8,Sunny,,,1.0,1.299,1.0,1.0,1.0,1.038,1.348,Warm (20-25°C),Summer
2023-07-07,173,442,7658.0,4432.0,4,Friday,0,7,3,31.0,79.0,0.0,11.9,19.3,Sunny,,,1.0,1.3,1.0,1.15,1.0,1.039,1.553,Very Hot (>30°C),Summer
2023-07-08,195,611,11189.0,6375.0,5,Saturday,1,7,3,30.7,90.0,0.0,10.6,9.9,Sunny,,,1.0,1.3,1.35,1.15,1.0,1.029,2.076,Very Hot (>30°C),Summer
2023-07-09,175,532,9491.0,5514.0,6,Sunday,1,7,3,28.0,68.0,0.0,11.5,26.4,Sunny,,,1.0,1.3,1.35,1.0,1.0,1.036,1.818,Hot (25-30°C),Summer
2023-07-10,181,398,7636.0,4324.0,0,Monday,0,7,3,26.9,75.0,0.0,11.1,17.0,Sunny,,,1.0,1.3,1.0,1.0,1.0,1.033,1.343,Hot (25-30°C),Summer
2023-07-11,199,384,6955.0,3997.5,1,Tuesday,0,7,3,27.6,83.0,0.0,8.7,23.2,Partly Cloudy,,,1.0,1.3,1.0,1.0,1.0,1.014,1.318,Hot (25-30°C),Summer
2023-07-12,181,463,8562.0,4867.0,2,Wednesday,0,7,3,28.2,71.0,0.0,10.6,17.0,Sunny,,,1.0,1.3,1.0,1.15,1.0,1.029,1.538,Hot (25-30°C),Summer
2023-07-13,158,442,7956.0,4541.0,3,Thursday,0,7,3,28.2,77.0,0.0,11.3,9.3,Sunny,,,1.0,1.3,1.0,1.15,1.0,1.034,1.546,Hot (25-30°C),Summer
2023-07-14,178,415,7116.0,4169.5,4,Friday,0,7,3,26.3,77.0,0.0,12.5,5.6,Sunny,,,1.0,1.299,1.0,1.0,1.0,1.044,1.357,Hot (25-30°C),Summer
2023-07-15,152,506,8986.0,5166.5,5,Saturday,1,7,3,22.7,79.0,0.0,9.9,5.3,Sunny,,,1.0,1.299,1.35,1.0,1.0,1.023,1.794,Warm (20-25°C),Summer
2023-07-16,157,479,8579.0,4896.5,6,Sunday,1,7,3,26.8,55.0,0.0,9.8,8.8,Sunny,,,1.0,1.299,1.35,1.0,1.0,1.022,1.792,Hot (25-30°C),Summer
2023-07-17,207,450,8220.0,4695.0,0,Monday,0,7,3,32.8,63.0,0.0,10.3,19.2,Sunny,,,1.0,1.298,1.0,1.15,1.0,1.026,1.532,Very Hot (>30°C),Summer
2023-07-18,175,492,8939.0,5130.0,1,Tuesday,0,7,3,30.5,88.0,0.0,11.5,11.5,Sunny,,,1.0,1.297,1.0,1.15,1.0,1.036,1.546,Very Hot (>30°C),Summer
2023-07-19,224,397,7145.0,4138.5,2,Wednesday,0,7,3,26.7,63.0,0.0,13.0,54.6,Sunny,,,1.0,1.297,1.0,1.0,1.0,1.048,1.359,Hot (25-30°C),Summer
2023-07-20,156,612,10653.0,6145.0,3,Thursday,0,7,3,29.7,73.0,0.0,8.6,29.0,Partly Cloudy,Carthage Festival Peak,festival,1.5,1.296,1.0,1.15,1.0,1.013,2.264,Hot (25-30°C),Summer
2023-07-21,181,435,7659.0,4458.5,4,Friday,0,7,3,31.2,80.0,0.0,10.4,29.4,Sunny,,,1.0,1.295,1.0,1.15,1.0,1.027,1.53,Very Hot (>30°C),Summer
2023-07-22,171,579,10498.0,6053.0,5,Saturday,1,7,3,29.0,82.0,0.0,11.4,6.7,Sunny,,,1.0,1.294,1.35,1.15,1.0,1.035,2.079,Hot (25-30°C),Summer
2023-07-23,151,605,10747.0,6283.5,6,Sunday,1,7,3,30.7,87.0,0.0,11.1,6.5,Sunny,,,1.0,1.293,1.35,1.15,1.0,1.033,2.073,Very Hot (>30°C),Summer
2023-07-24,162,359,7204.0,4029.5,0,Monday,0,7,3,27.8,67.0,0.0,10.3,5.8,Sunny,,,1.0,1.292,1.0,1.0,1.0,1.026,1.326,Hot (25-30°C),Summer
2023-07-25,169,485,8514.0,4952.5,1,Tuesday,0,7,3,22.3,59.0,0.0,11.2,9.5,Sunny,Republic Day,holiday,1.3,1.29,1.0,1.0,1.0,1.034,1.734,Warm (20-25°C),Summer
2023-07-26,169,360,6698.0,3840.0,2,Wednesday,0,7,3,25.7,74.0,0.0,9.6,16.0,Sunny,,,1.0,1.289,1.0,1.0,1.0,1.021,1.316,Hot (25-30°C),Summer
2023-07-27,148,376,7190.0,4121.0,3,Thursday,0,7,3,19.2,85.0,0.0,8.6,23.2,Partly Cloudy,,,1.0,1.288,1.0,1.0,1.0,1.013,1.304,Cool (15-20°C),Summer
2023-07-28,171,390,7219.0,4129.5,4,Friday,0,7,3,26.3,69.0,0.0,10.2,16.6,Sunny,,,1.0,1.286,1.0,1.0,1.0,1.026,1.319,Hot (25-30°C),Summer
2023-07-29,181,507,9484.0,5438.5,5,Saturday,1,7,3,22.8,80.0,0.0,12.8,9.7,Sunny,,,1.0,1.285,1.35,1.0,1.0,1.046,1.815,Warm (20-25°C),Summer
2023-07-30,182,547,9828.0,5713.0,6,Sunday,1,7,3,23.6,75.0,0.0,8.6,15.1,Partly Cloudy,,,1.0,1.283,1.35,1.0,1.0,1.013,1.754,Warm (20-25°C),Summer
2023-07-31,162,411,7346.0,4206.0,0,Monday,0,7,3,25.3,84.0,0.0,11.0,7.2,Sunny,,,1.0,1.281,1.0,1.0,1.0,1.032,1.322,Hot (25-30°C),Summer
2023-08-01,160,354,6287.0,3681.5,1,Tuesday,0,8,3,26.8,66.0,0.0,10.1,19.8,Sunny,,,1.0,1.279,1.0,1.0,1.0,1.025,1.311,Hot (25-30°C),Summer
2023-08-02,139,356,6493.0,3716.0,2,Wednesday,0,8,3,24.0,78.0,0.0,11.0,10.0,Sunny,,,1.0,1.277,1.0,1.0,1.0,1.032,1.318,Warm (20-25°C),Summer
2023-08-03,180,370,7022.0,4042.5,3,Thursday,0,8,3,26.2,84.0,0.0,13.0,14.0,Sunny,,,1.0,1.275,1.0,1.0,1.0,1.048,1.336,Hot (25-30°C),Summer
2023-08-04,146,321,5469.0,3216.0,4,Friday,0,8,3,23.7,70.0,0.0,10.2,8.4,Sunny,,,1.0,1.273,1.0,1.0,1.0,1.026,1.306,Warm (20-25°C),Summer
2023-08-05,167,681,12131.0,7036.0,5,Saturday,1,8,3,22.5,69.0,0.0,9.8,14.7,Sunny,Sousse Festival,festival,1.35,1.271,1.35,1.0,1.0,1.022,2.368,Warm (20-25°C),Summer
2023-08-06,199,548,9937.0,5751.5,6,Sunday,1,8,3,32.0,65.0,0.0,10.9,49.2,Sunny,,,1.0,1.269,1.35,1.15,1.0,1.031,2.031,Very Hot (>30°C),Summer
2023-08-07,161,339,6014.0,3487.5,0,Monday,0,8,3,22.1,80.0,0.0,9.3,29.3,Sunny,,,1.0,1.266,1.0,1.0,1.0,1.018,1.29,Warm (20-25°C),Summer
2023-08-08,183,388,7174.0,4188.5,1,Tuesday,0,8,3,20.3,83.0,0.0,11.0,10.1,Sunny,,,1.0,1.264,1.0,1.0,1.0,1.032,1.304,Warm (20-25°C),Summer
2023-08-09,153,344,6557.0,3784.5,2,Wednesday,0,8,3,20.6,94.0,0.0,11.2,32.7,Sunny,,,1.0,1.262,1.0,1.0,1.0,1.034,1.304,Warm (20-25°C),Summer
2023-08-10,172,340,6479.0,3692.5,3,Thursday,0,8,3,25.0,57.0,0.0,8.7,34.2,Partly Cloudy,,,1.0,1.259,1.0,1.0,1.0,1.014,1.276,Warm (20-25°C),Summer
2023-08-11,215,408,7301.0,4201.0,4,Friday,0,8,3,26.6,61.0,0.0,8.6,20.1,Partly Cloudy,,,1.0,1.256,1.0,1.0,1.0,1.013,1.272,Hot (25-30°C),Summer
2023-08-12,150,498,8827.0,5103.5,5,Saturday,1,8,3,26.1,77.0,0.0,9.0,8.4,Partly Cloudy,,,1.0,1.254,1.35,1.0,1.0,1.016,1.719,Hot (25-30°C),Summer
2023-08-13,167,561,10020.0,5813.0,6,Sunday,1,8,3,24.3,84.0,0.0,11.1,7.1,Sunny,Women's Day,holiday,1.2,1.251,1.35,1.0,1.0,1.033,2.093,Warm (20-25°C),Summer
2023-08-14,174,376,6932.0,3939.5,0,Monday,0,8,3,19.5,77.0,0.0,9.2,17.8,Sunny,,,1.0,1.248,1.0,1.0,1.0,1.018,1.27,Cool (15-20°C),Summer
2023-08-15,161,421,7472.0,4341.5,1,Tuesday,0,8,3,27.9,66.0,0.0,9.2,8.2,Sunny,,,1.0,1.245,1.0,1.0,1.0,1.018,1.267,Hot (25-30°C),Summer
2023-08-16,196,408,8029.0,4502.0,2,Wednesday,0,8,3,25.9,52.0,0.0,9.6,11.8,Sunny,,,1.0,1.242,1.0,1.0,1.0,1.021,1.268,Hot (25-30°C),Summer
2023-08-17,149,383,7297.0,4117.5,3,Thursday,0,8,3,26.3,59.0,0.0,8.7,5.4,Partly Cloudy,,,1.0,1.239,1.0,1.0,1.0,1.014,1.256,Hot (25-30°C),Summer
2023-08-18,153,347,6810.0,3856.0,4,Friday,0,8,3,23.2,81.0,0.0,11.0,27.3,Sunny,,,1.0,1.236,1.0,1.0,1.0,1.032,1.275,Warm (20-25°C),Summer
2023-08-19,172,498,8947.0,5157.5,5,Saturday,1,8,3,25.2,86.0,0.0,8.7,8.8,Partly Cloudy,,,1.0,1.232,1.35,1.0,1.0,1.014,1.686,Hot (25-30°C),Summer
2023-08-20,140,461,8096.0,4700.5,6,Sunday,1,8,3,23.4,73.0,0.0,8.0,5.5,Partly Cloudy,,,1.0,1.229,1.35,1.0,1.0,1.008,1.673,Warm (20-25°C),Summer
2023-08-21,172,340,6533.0,3672.0,0,Monday,0,8,3,23.5,62.0,0.0,9.1,5.5,Sunny,,,1.0,1.226,1.0,1.0,1.0,1.017,1.246,Warm (20-25°C),Summer
2023-08-22,168,347,6507.0,3694.0,1,Tuesday,0,8,3,17.8,74.0,0.0,9.6,12.3,Sunny,,,1.0,1.222,1.0,1.0,1.0,1.021,1.248,Cool (15-20°C),Summer
2023-08-23,184,365,6577.0,3753.0,2,Wednesday,0,8,3,17.3,95.0,0.0,10.5,7.7,Sunny,,,1.0,1.219,1.0,1.0,1.0,1.028,1.253,Cool (15-20°C),Summer
2023-08-24,173,345,6310.0,3664.0,3,Thursday,0,8,3,20.4,75.0,0.0,7.8,29.3,Partly Cloudy,,,1.0,1.215,1.0,1.0,1.0,1.006,1.223,Warm (20-25°C),Summer
2023-08-25,199,337,6553.0,3713.0,4,Friday,0,8,3,25.0,63.0,0.0,8.9,13.3,Partly Cloudy,,,1.0,1.212,1.0,1.0,1.0,1.015,1.23,Warm (20-25°C),Summer
2023-08-26,160,461,8721.0,5015.5,5,Saturday,1,8,3,24.4,82.0,0.0,9.1,5.4,Sunny,,,1.0,1.208,1.35,1.0,1.0,1.017,1.658,Warm (20-25°C),Summer
2023-08-27,156,476,8347.0,4813.0,6,Sunday,1,8,3,23.7,76.0,0.0,9.5,11.0,Sunny,,,1.0,1.204,1.35,1.0,1.0,1.02,1.658,Warm (20-25°C),Summer
2023-08-28,175,339,5928.0,3457.0,0,Monday,0,8,3,19.6,64.0,0.0,9.0,94.3,Partly Cloudy,,,1.0,1.2,1.0,1.0,1.0,1.016,1.22,Cool (15-20°C),Summer
2023-08-29,169,337,6148.0,3511.5,1,Tuesday,0,8,3,25.9,69.0,0.0,10.9,30.3,Sunny,,,1.0,1.197,1.0,1.0,1.0,1.031,1.234,Hot (25-30°C),Summer
2023-08-30,185,337,5706.0,3348.5,2,Wednesday,0,8,3,24.1,55.0,0.0,7.0,24.8,Partly Cloudy,,,1.0,1.193,1.0,1.0,1.0,1.0,1.193,Warm (20-25°C),Summer
2023-08-31,170,348,6178.0,3598.5,3,Thursday,0,8,3,24.8,78.0,0.0,8.1,14.4,Partly Cloudy,,,1.0,1.189,1.0,1.0,1.0,1.009,1.199,Warm (20-25°C),Summer
2023-09-01,165,342,5972.0,3443.5,4,Friday,0,9,3,22.9,58.0,0.0,5.8,10.9,Partly Cloudy,,,1.0,1.185,1.0,1.0,1.0,0.99,1.173,Warm (20-25°C),Autumn
2023-09-02,212,478,8236.0,4846.0,5,Saturday,1,9,3,17.7,68.0,0.0,10.6,16.6,Sunny,,,1.0,1.18,1.35,1.0,1.0,1.029,1.64,Cool (15-20°C),Autumn
2023-09-03,179,467,8042.0,4672.5,6,Sunday,1,9,3,25.3,48.0,0.0,7.1,13.8,Partly Cloudy,,,1.0,1.176,1.35,1.0,1.0,1.001,1.589,Hot (25-30°C),Autumn
2023-09-04,185,306,5876.0,3330.0,0,Monday,0,9,3,20.7,71.0,0.0,6.0,15.4,Partly Cloudy,,,1.0,1.172,1.0,1.0,1.0,0.992,1.163,Warm (20-25°C),Autumn
2023-09-05,169,328,5836.0,3382.0,1,Tuesday,0,9,3,17.0,94.0,0.0,9.1,25.1,Sunny,,,1.0,1.168,1.0,1.0,1.0,1.017,1.187,Cool (15-20°C),Autumn
2023-09-06,163,356,6183.0,3608.0,2,Wednesday,0,9,3,21.1,74.0,0.0,6.8,13.0,Partly Cloudy,,,1.0,1.164,1.0,1.0,1.0,0.998,1.162,Warm (20-25°C),Autumn
2023-09-07,141,300,5157.0,3035.0,3,Thursday,0,9,3,20.9,62.0,0.0,6.4,24.5,Partly Cloudy,,,1.0,1.159,1.0,1.0,1.0,0.995,1.154,Warm (20-25°C),Autumn
2023-09-08,124,320,6047.0,3493.0,4,Friday,0,9,3,15.8,74.0,0.0,6.3,11.4,Partly Cloudy,,,1.0,1.155,1.0,1.0,1.0,0.994,1.148,Cool (15-20°C),Autumn
2023-09-09,191,444,8010.0,4605.0,5,Saturday,1,9,3,24.3,69.0,0.0,7.5,7.4,Partly Cloudy,,,1.0,1.15,1.35,1.0,1.0,1.004,1.559,Warm (20-25°C),Autumn
2023-09-10,163,454,7738.0,4508.0,6,Sunday,1,9,3,26.8,72.0,0.0,5.3,44.5,Partly Cloudy,,,1.0,1.146,1.35,1.0,1.0,0.986,1.526,Hot (25-30°C),Autumn
2023-09-11,159,324,5735.0,3333.0,0,Monday,0,9,3,22.5,84.0,0.0,7.5,5.5,Partly Cloudy,,,1.0,1.141,1.0,1.0,1.0,1.004,1.146,Warm (20-25°C),Autumn
2023-09-12,165,314,5619.0,3264.0,1,Tuesday,0,9,3,22.4,71.0,0.0,7.6,8.1,Partly Cloudy,,,1.0,1.137,1.0,1.0,1.0,1.005,1.142,Warm (20-25°C),Autumn
2023-09-13,195,343,6122.0,3536.0,2,Wednesday,0,9,3,21.0,74.0,0.0,5.5,27.0,Partly Cloudy,,,1.0,1.132,1.0,1.0,1.0,0.988,1.119,Warm (20-25°C),Autumn
2023-09-14,145,309,5084.0,2998.0,3,Thursday,0,9,3,19.9,77.0,0.0,6.3,25.8,Partly Cloudy,,,1.0,1.128,1.0,1.0,1.0,0.994,1.121,Cool (15-20°C),Autumn
2023-09-15,165,321,5981.0,3413.5,4,Friday,0,9,3,23.3,87.0,0.0,6.1,16.7,Partly Cloudy,,,1.0,1.123,1.0,1.0,1.0,0.993,1.115,Warm (20-25°C),Autumn
2023-09-16,154,456,7609.0,4470.0,5,Saturday,1,9,3,27.1,57.0,0.0,8.2,7.9,Partly Cloudy,,,1.0,1.118,1.35,1.0,1.0,1.01,1.524,Hot (25-30°C),Autumn
2023-09-17,201,425,8039.0,4623.5,6,Sunday,1,9,3,21.6,81.0,0.0,9.6,8.2,Sunny,,,1.0,1.113,1.35,1.0,1.0,1.021,1.534,Warm (20-25°C),Autumn
2023-09-18,192,339,6199.0,3575.5,0,Monday,0,9,3,24.6,52.0,0.0,5.9,11.7,Partly Cloudy,,,1.0,1.109,1.0,1.0,1.0,0.991,1.099,Warm (20-25°C),Autumn
2023-09-19,201,340,5809.0,3392.5,1,Tuesday,0,9,3,25.0,78.0,0.0,8.7,6.6,Partly Cloudy,,,1.0,1.104,1.0,1.0,1.0,1.014,1.119,Warm (20-25°C),Autumn
